customer,surname,givenName,email,country,stateCode,state,city,streetAddress,latitude,longitude,claimAmount,response,coverage,education,effectiveToDate,employmentStatus,gender,income,locationCode,maritalStatus,monthlyPremiumAuto,monthsSinceLastClaim,monthsSincePolicyInception,numberOfOpenComplaints,numberOfPolicies,policyType,policy,claimReason,salesChannel,totalClaimAmount,vehicleClass,vehicleSize,vehicle
CV75841,Vidaurri,Charles,CharlesCVidaurri@einrot.com,US,TX,Texas,Bryan,3600 Colonial Drive,30.616014,-96.369784,436.9496687,No,Premium,College,12/8/16,Employed,M,97321,Rural,Single,110,35,46,0,1,Personal Auto,Personal L2,Collision,Agent,74.744643,Four-Door Car,Medsize,2011 Nissan Xterra
CV78865,Vicini,Ramon,RamonHVicini@rhyta.com,US,NC,North Carolina,Monroe,2994 Red Dog Road,34.934655,-80.630883,269.8010741,No,Basic,High School or Below,11/4/16,Employed,M,95399,Rural,Married,68,1,36,1,1,Personal Auto,Personal L2,Other,Branch,78.003781,Two-Door Car,Medsize,2004 Jeep Liberty
CV86445,Rich,David,DavidPRich@einrot.com,US,GA,Georgia,Marietta,55 Neuport Lane,33.924688,-84.701694,813.9525579,No,Basic,High School or Below,8/20/16,Employed,M,86876,Rural,Married,68,9,3,0,2,Personal Auto,Personal L3,Other,Call Center,118.810361,Four-Door Car,Medsize,2008 Suzuki Forenza
CV90092,Gunn,Ronnie,RonnieBGunn@rhyta.com,US,TX,Texas,Houston,4365 Patterson Street,29.801474,-95.52869,818.4691323,No,Basic,College,10/13/16,Employed,M,82680,Suburban,Married,68,8,86,0,2,Corporate Auto,Corporate L3,Collision,Branch,326.4,Four-Door Car,Medsize,2006 Land Rover LR3
CV95479,McMillian,Carlos,CarlosMMcMillian@gustr.com,US,CA,California,San Diego,4621 Hood Avenue,32.901224,-117.15996,336.2670123,No,Premium,Bachelor,8/25/16,Unemployed,M,0,Suburban,Single,107,9,96,2,1,Personal Auto,Personal L2,Collision,Agent,770.4,Four-Door Car,Small,1994 Renault Clio
CW12066,Barber,Evelyn,EvelynJBarber@fleckens.hu,US,NV,Nevada,Las Vegas,4084 Hiney Road,36.147971,-115.223356,1163.889947,Yes,Basic,College,8/24/16,Medical Leave,F,25370,Suburban,Married,102,10,77,0,2,Corporate Auto,Corporate L1,Collision,Branch,489.6,Sports Car,Large,2012 Kia Soul
CW13886,Martindale,Eric,EricGMartindale@fleckens.hu,US,NY,New York,Babylon,1188 Wayback Lane,40.597734,-73.31729,851.4394994,No,Basic,College,8/20/16,Employed,M,48428,Urban,Married,72,8,5,1,2,Personal Auto,Personal L2,Hail,Call Center,223.728018,Four-Door Car,Medsize,2003 GMC Sonoma
CW15758,Manning,Kim,KimMManning@gustr.com,US,LA,Louisiana,Covington,1545 Wood Street,30.454201,-90.055981,921.5541928,No,Basic,College,11/10/16,Employed,F,71888,Suburban,Married,115,14,33,0,4,Personal Auto,Personal L3,Collision,Agent,552,SUV,Small,2007 Hyundai XG 350
CW16221,Little,Teresa,TeresaALittle@cuvox.de,US,MA,Massachusetts,Brockton,1707 Kennedy Court,42.130731,-71.003095,709.0468528,No,Extended,Bachelor,12/23/16,Employed,F,45254,Suburban,Divorced,93,4,25,3,4,Corporate Auto,Corporate L3,Scratch/Dent,Web,446.4,Four-Door Car,Medsize,2008 Nissan Note
CW27031,Gage,Anna,AnnaGGage@cuvox.de,US,MS,Mississippi,Mclain,2895 Eastland Avenue,30.935887,-88.866943,1345.095561,No,Extended,High School or Below,12/12/16,Unemployed,F,0,Suburban,Single,126,7,80,0,2,Corporate Auto,Corporate L2,Collision,Agent,907.2,SUV,Medsize,1998 Mini MK VII
CW35098,Glass,Adan,AdanEGlass@fleckens.hu,US,MI,Michigan,Saginaw,2640 Ripple Street,43.47841,-83.838991,329.7904615,No,Extended,College,10/30/16,Unemployed,M,0,Suburban,Single,91,3,78,0,1,Personal Auto,Personal L3,Collision,Branch,655.2,Two-Door Car,Medsize,2009 Citroen C3
CW38361,Baron,Albert,AlbertMBaron@armyspy.com,US,WY,Wyoming,Laramie,584 Archwood Avenue,41.416811,-105.813553,874.4727173,No,Basic,Bachelor,9/29/16,Employed,M,61706,Rural,Married,110,6,71,0,7,Corporate Auto,Corporate L3,Scratch/Dent,Call Center,223.905524,SUV,Small,2000 Seat Leon
CW49887,Loftin,Evelyn,EvelynPLoftin@jourrapide.com,US,GA,Georgia,Norcross,1937 Hanifan Lane,33.991079,-84.123545,462.6801093,Yes,Basic,Master,10/15/16,Employed,F,79487,Suburban,Divorced,114,20,87,0,1,Special Auto,Special L1,Hail,Branch,547.2,SUV,Medsize,2003 Suzuki Ignis
CW57351,Pemberton,Joan,JoanHPemberton@teleworm.us,US,AZ,Arizona,Palominas,520 Parkway Drive,31.459585,-110.103942,1066.263422,No,Extended,College,11/25/16,Employed,F,62409,Urban,Divorced,89,16,50,0,2,Personal Auto,Personal L2,Hail,Agent,392.686432,Four-Door Car,Small,2015 Ford Transit Connect
CW57656,Johnson,Tamara,TamaraKJohnson@gustr.com,US,IN,Indiana,New Castle,4461 Capitol Avenue,39.851278,-85.418367,1119.601927,No,Extended,College,11/14/16,Employed,F,75457,Rural,Married,93,0,79,0,2,Personal Auto,Personal L3,Collision,Agent,151.572213,Four-Door Car,Medsize,2006 Mitsubishi Lancer
CW63533,Martin,Alex,AlexCMartin@rhyta.com,US,RI,Rhode Island,Providence,2843 Melm Street,41.800568,-71.349787,246.8443101,No,Basic,Bachelor,9/24/16,Employed,M,65876,Rural,Married,63,1,52,1,1,Personal Auto,Personal L2,Hail,Agent,44.359382,Two-Door Car,Medsize,1996 Dodge Viper
CW77053,Williams,Deborah,DeborahDWilliams@einrot.com,US,PA,Pennsylvania,Philadelphia,480 Renwick Drive,39.897631,-75.109212,447.681416,No,Basic,High School or Below,12/26/16,Unemployed,F,0,Suburban,Divorced,62,22,46,0,3,Personal Auto,Personal L2,Hail,Agent,297.6,Four-Door Car,Medsize,1997 Proton Perdana
CW80905,Cross,Ralph,RalphRCross@rhyta.com,US,ID,Idaho,Spokane,1542 Walnut Avenue,47.581148,-117.429698,921.2613275,No,Basic,High School or Below,12/19/16,Employed,M,70958,Rural,Married,115,1,57,0,7,Personal Auto,Personal L2,Collision,Agent,115.400119,Sports Car,Medsize,2008 Opel Movano
CW82151,Edson,George,GeorgeBEdson@einrot.com,US,CO,Colorado,Longmont,1097 McKinley Avenue,40.251118,-105.143717,890.2737595,No,Basic,Bachelor,10/3/16,Employed,M,46833,Rural,Married,112,6,3,0,9,Personal Auto,Personal L3,Collision,Call Center,64.109663,Sports Car,Medsize,2006 Peugeot 407
CW85845,Overall,Brigitte,BrigitteLOverall@gustr.com,US,NY,New York,Brooklyn,243 Longview Avenue,40.601605,-73.953714,275.4461855,No,Basic,High School or Below,10/9/16,Employed,F,25151,Urban,Married,69,22,19,0,1,Corporate Auto,Corporate L2,Hail,Agent,318.040989,Four-Door Car,Medsize,2012 Nissan Titan
CW92156,Cook,Connie,ConnieBCook@fleckens.hu,US,CA,California,San Francisco,3498 Boring Lane,37.786806,-122.424826,407.0045873,No,Basic,College,8/18/16,Employed,F,37435,Urban,Single,105,3,22,0,1,Personal Auto,Personal L3,Scratch/Dent,Branch,314.441585,SUV,Medsize,2012 Volkswagen Scirocco
CW98743,Wilson,Dora,DoraAWilson@teleworm.us,US,KS,Kansas,Moundridge,3671 Roosevelt Road,38.157125,-97.477717,255.4033928,No,Basic,College,10/10/16,Employed,F,22538,Suburban,Married,64,6,67,0,1,Personal Auto,Personal L3,Other,Agent,423.787608,Four-Door Car,Medsize,2005 Lada 2123
CW98845,Chambers,Lawrence,LawrenceMChambers@cuvox.de,US,ID,Idaho,Kooskia,3353 Maple Avenue,46.145302,-115.899213,231.6796105,No,Basic,Bachelor,10/5/16,Unemployed,M,0,Suburban,Married,64,2,80,0,1,Personal Auto,Personal L2,Other,Branch,307.2,Four-Door Car,Medsize,1995 Mercedes-Benz SL
CX12134,Belliveau,Keith,KeithABelliveau@superrito.com,US,CO,Colorado,Simla,1173 River Road,39.264022,-104.011125,422.0613534,No,Premium,High School or Below,8/4/16,Employed,M,32471,Suburban,Single,110,0,87,0,1,Personal Auto,Personal L2,Hail,Agent,528,Two-Door Car,Medsize,1998 Dodge Dakota
CX18273,Lapointe,Saul,SaulPLapointe@fleckens.hu,US,OH,Ohio,Warrensville Heights,2189 Peaceful Lane,41.447819,-81.615692,1579.798978,No,Basic,Master,12/31/16,Employed,M,35754,Urban,Married,199,21,54,0,3,Personal Auto,Personal L3,Scratch/Dent,Agent,612.973779,Luxury Car,Medsize,2005 Scion T2B
CX20455,Rich,Walter,WalterTRich@einrot.com,US,CA,California,Palo Alto,3685 Rardin Drive,37.386827,-122.162614,2210.35072,Yes,Basic,College,11/12/16,Unemployed,M,0,Suburban,Married,102,35,48,0,2,Corporate Auto,Corporate L3,Collision,Branch,489.6,SUV,Medsize,2010 Nissan GT-R
CX22458,Osborn,Michael,MichaelROsborn@einrot.com,US,WA,Washington,Olympia,4426 Mutton Town Road,46.998253,-122.836183,907.5768214,Yes,Basic,Master,8/24/16,Employed,M,37722,Rural,Single,116,8,23,0,8,Personal Auto,Personal L3,Collision,Agent,158.077504,Sports Car,Medsize,2012 Renault Scenic
CX34236,Teeters,Caleb,CalebCTeeters@einrot.com,US,IL,Illinois,Chicago,3613 Cecil Street,41.778482,-87.74483,909.5049868,Yes,Basic,College,10/25/16,Employed,M,37937,Suburban,Married,116,11,42,0,5,Personal Auto,Personal L2,Hail,Call Center,556.8,SUV,Medsize,1998 Toyota Chaser
CX58204,Potter,Ella,EllaSPotter@gustr.com,US,NJ,New Jersey,Teterboro,4738 Red Bud Lane,40.889904,-74.04873,807.9833042,No,Basic,High School or Below,12/20/16,Disabled,F,13050,Suburban,Married,102,1,77,0,6,Personal Auto,Personal L1,Collision,Agent,734.4,SUV,Medsize,1996 Seat Inca Kombi
CX65318,Floyd,Stephen,StephenCFloyd@armyspy.com,US,IL,Illinois,Hinsdale,4401 Millbrook Road,41.78009,-87.840878,1742.056565,No,Extended,Master,8/10/16,Employed,M,31737,Suburban,Married,218,17,2,0,3,Personal Auto,Personal L2,Collision,Agent,1046.4,Luxury SUV,Medsize,1994 TVR Type S
CX85598,Loman,Murray,MurrayTLoman@dayrep.com,US,PA,Pennsylvania,Nuremberg,113 Stoney Lonesome Road,40.972046,-76.135285,536.5975978,No,Basic,Bachelor,12/31/16,Employed,M,51240,Urban,Single,70,0,37,2,5,Personal Auto,Personal L1,Hail,Branch,283.849464,Four-Door Car,Medsize,1997 Chevrolet Cavalier
CX89767,Reynolds,Esther,EstherBReynolds@rhyta.com,US,DC,Washington DC,Washington,1034 Goldcliff Circle,38.771304,-77.073504,471.4044733,No,Basic,High School or Below,10/23/16,Employed,F,46097,Urban,Married,61,9,73,4,3,Personal Auto,Personal L2,Hail,Call Center,197.074966,Four-Door Car,Large,2001 Lotec C 1000
CX99919,Mullin,Mary,MaryGMullin@rhyta.com,US,CA,California,Sacramento,353 Park Avenue,38.628163,-121.468969,413.0628776,No,Basic,College,9/5/16,Retired,F,28321,Suburban,Single,111,34,32,0,1,Corporate Auto,Corporate L3,Scratch/Dent,Branch,537.391704,SUV,Medsize,2004 Lada 110
CY12922,Bourque,Steve,SteveRBourque@fleckens.hu,US,UT,Utah,Ogden,2678 Tori Lane,41.122194,-111.974447,250.6360995,No,Basic,College,11/20/16,Unemployed,M,0,Suburban,Single,73,8,19,0,1,Personal Auto,Personal L2,Hail,Web,525.6,Four-Door Car,Small,2012 Buick LaCrosse
CY18875,Turner,Tabitha,TabithaJTurner@superrito.com,US,OH,Ohio,Cleveland,4419 Bingamon Road,41.533546,-81.615955,839.0122077,No,Extended,High School or Below,11/8/16,Unemployed,F,0,Suburban,Single,78,22,3,0,2,Personal Auto,Personal L3,Collision,Web,732.340362,Four-Door Car,Small,2012 Subaru Legacy
CY30418,Giese,David,DavidEGiese@teleworm.us,US,CA,California,Hayward,1968 Station Street,37.630068,-122.160836,578.3175676,No,Basic,College,8/13/16,Employed,M,72354,Rural,Divorced,73,9,10,0,8,Personal Auto,Personal L3,Collision,Agent,13.949992,Four-Door Car,Medsize,2001 BMW Z9 Gran Turismo Convertible
CY33307,Jones,Deborah,DeborahSJones@jourrapide.com,US,FL,Florida,Tallahassee,3533 Morgan Street,30.33262,-84.194615,558.3830065,No,Basic,College,12/22/16,Employed,F,32403,Rural,Married,71,31,47,0,9,Corporate Auto,Corporate L2,Collision,Agent,97.410282,Four-Door Car,Medsize,2004 Audi Allroad
CY45848,Ricketts,Leslie,LeslieJRicketts@fleckens.hu,US,NY,New York,Derby,1559 Jarvis Street,42.709591,-79.034767,427.3587765,No,Premium,Bachelor,11/2/16,Employed,F,82214,Rural,Married,106,11,19,1,1,Personal Auto,Personal L1,Scratch/Dent,Branch,239.143671,Four-Door Car,Medsize,2012 Tata Nano
CY47265,Rodriguez,Margarita,MargaritaGRodriguez@cuvox.de,US,FL,Florida,Miami,566 Pointe Lane,25.863505,-80.128114,288.6451602,Yes,Extended,High School or Below,10/4/16,Retired,F,10312,Suburban,Married,78,10,63,0,1,Personal Auto,Personal L3,Hail,Agent,486.278557,Four-Door Car,Large,2014 BMW 6 Series Gran Coupe
CY49953,Hester,Amanda,AmandaRHester@armyspy.com,US,FL,Florida,Miami,1097 Agriculture Lane,25.756683,-80.298673,282.755957,No,Extended,College,9/26/16,Unemployed,F,0,Suburban,Single,79,30,25,0,1,Special Auto,Special L2,Scratch/Dent,Branch,568.8,Four-Door Car,Medsize,2003 Honda Logo
CY50337,Mefford,Jeri,JeriJMefford@armyspy.com,US,CT,Connecticut,Stamford,3540 Raoul Wallenberg Place,40.973432,-73.519802,1092.840709,No,Extended,College,8/10/16,Employed,F,74965,Rural,Married,90,20,93,0,2,Personal Auto,Personal L3,Collision,Agent,58.557552,Four-Door Car,Medsize,2015 Toyota Sequoia
CY59740,Scott,Joe,JoeOScott@armyspy.com,US,NE,Nebraska,Omaha,3733 Crummit Lane,41.308148,-95.845528,259.4809242,No,Basic,High School or Below,8/28/16,Unemployed,M,0,Suburban,Married,73,8,34,0,1,Corporate Auto,Corporate L2,Hail,Branch,350.4,Four-Door Car,Small,2009 Toyota Land Cruiser
CY80935,Levesque,William,WilliamTLevesque@superrito.com,US,CA,California,Fresno,1817 Center Avenue,36.628564,-119.815335,1474.892373,No,Extended,High School or Below,11/27/16,Employed,M,31226,Suburban,Married,93,31,68,0,2,Personal Auto,Personal L2,Collision,Agent,446.4,Four-Door Car,Medsize,1998 Toyota Century
CY90231,Stokes,Walter,WalterLStokes@jourrapide.com,US,MN,Minnesota,Palisade,3163 Post Avenue,46.736339,-93.480532,2525.310198,No,Basic,Master,10/11/16,Employed,M,44096,Suburban,Divorced,72,28,65,1,2,Personal Auto,Personal L2,Collision,Branch,345.6,Four-Door Car,Small,2000 TVR Speed 12
CY97519,Clark,Joe,JoeSClark@cuvox.de,US,IA,Iowa,Emmons,542 Southern Avenue,43.499613,-93.449713,1708.675371,No,Basic,College,9/26/16,Employed,M,26334,Suburban,Married,63,3,73,2,2,Corporate Auto,Corporate L1,Hail,Branch,453.6,Two-Door Car,Small,2002 Mazda 2
CZ19025,Pinckney,Verna,VernaWPinckney@dayrep.com,US,WI,Wisconsin,Yuba,376 Primrose Lane,43.638684,-90.446087,248.916729,No,Basic,High School or Below,11/1/16,Employed,F,47888,Suburban,Single,64,23,16,1,1,Personal Auto,Personal L1,Collision,Web,545.083116,Four-Door Car,Small,2006 Honda Accord
CZ20440,Stapleton,Audrie,AudriePStapleton@jourrapide.com,US,MI,Michigan,Lost Peninsula,2334 Eagle Drive,44.833117,-85.559955,429.1056403,No,Basic,High School or Below,12/10/16,Unemployed,F,0,Suburban,Single,62,1,2,1,7,Corporate Auto,Corporate L2,Collision,Agent,403.991524,Four-Door Car,Large,2011 Renault Scenic
CZ25193,Sato,Jorge,JorgeRSato@dayrep.com,US,TX,Texas,Houston,4598 Werninger Street,30.049505,-95.378844,407.8290374,No,Premium,Bachelor,8/24/16,Employed,M,57031,Rural,Married,104,16,10,1,1,Personal Auto,Personal L1,Collision,Agent,13.810251,Four-Door Car,Medsize,2000 Infiniti QX4
CZ33664,Kalinowski,Lydia,LydiaAKalinowski@superrito.com,US,MI,Michigan,Clifford,3651 Ripple Street,43.232065,-83.077494,252.7653796,No,Basic,Bachelor,11/24/16,Employed,F,80744,Rural,Married,63,24,84,0,1,Corporate Auto,Corporate L3,Collision,Agent,11.879037,Four-Door Car,Medsize,1997 GAZ 3110
CZ35936,Hubbard,Monica,MonicaCHubbard@cuvox.de,US,AL,Alabama,Dothan,3420 Turkey Pen Lane,31.320997,-85.502849,879.1444942,No,Basic,High School or Below,10/17/16,Employed,F,54094,Urban,Single,112,9,51,0,4,Corporate Auto,Corporate L2,Collision,Agent,502.994931,SUV,Medsize,2012 GMC Acadia
CZ56843,Washington,Luis,LuisMWashington@armyspy.com,US,ID,Idaho,Coeur D Alene,3535 Science Center Drive,47.640599,-117.008865,970.8504642,No,Extended,College,12/19/16,Employed,M,39930,Suburban,Single,86,22,64,1,2,Personal Auto,Personal L1,Collision,Call Center,412.8,Four-Door Car,Medsize,2005 Volvo V50
CZ57208,Cardona,Pamela,PamelaPCardona@superrito.com,US,FL,Florida,Miami,1911 Tyler Avenue,25.750367,-80.214578,1524.525495,No,Basic,Bachelor,9/14/16,Employed,F,30205,Suburban,Single,195,24,1,0,4,Personal Auto,Personal L3,Collision,Agent,1329.957905,Luxury SUV,Large,2000 Ford Falcon
CZ62883,Zapata,Mildred,MildredAZapata@armyspy.com,US,MO,Missouri,Tobin Creek,1034 Harvest Lane,40.328521,-92.250383,1137.888711,No,Extended,Bachelor,8/20/16,Employed,F,34854,Suburban,Married,95,35,50,0,2,Corporate Auto,Corporate L2,Hail,Call Center,456,Four-Door Car,Medsize,2006 Daihatsu Sirion
CZ72326,McWilliams,Bertha,BerthaSMcWilliams@gustr.com,US,VA,Virginia,Roanoke,4670 Jehovah Drive,37.251653,-80.022328,845.6268179,No,Extended,High School or Below,9/14/16,Unemployed,F,0,Suburban,Single,90,14,16,3,2,Corporate Auto,Corporate L3,Collision,Agent,648,Two-Door Car,Medsize,2012 Peugeot 3008
CZ84042,Bell,Ginny,GinnySBell@teleworm.us,US,WV,West Virginia,Huntington,4493 Hall Valley Drive,38.447516,-82.333755,266.0931663,No,Basic,High School or Below,9/30/16,Employed,F,53333,Rural,Married,66,4,34,0,1,Personal Auto,Personal L1,Hail,Branch,22.945038,Two-Door Car,Medsize,2002 Infiniti I35
CZ96653,Herr,Gwenda,GwendaJHerr@fleckens.hu,US,CO,Colorado,Colorado Springs,4174 Clover Drive,38.885796,-104.730208,853.4792754,No,Basic,Bachelor,12/29/16,Employed,F,47325,Rural,Married,107,0,92,0,6,Personal Auto,Personal L2,Collision,Web,64.598216,SUV,Small,2006 Kia Pregio
DA10870,Christmas,Darin,DarinEChristmas@rhyta.com,US,AZ,Arizona,Phoenix,4928 Martha Street,33.36616,-112.079651,628.9799089,No,Extended,Bachelor,11/27/16,Employed,M,40675,Suburban,Married,81,30,15,2,5,Personal Auto,Personal L2,Collision,Call Center,563.727058,Four-Door Car,Small,2002 Lincoln Continental
DA20472,Hagen,Harry,HarryBHagen@dayrep.com,US,IL,Illinois,Naperville,4112 Millbrook Road,41.67734,-88.156396,856.4768226,Yes,Basic,High School or Below,8/9/16,Employed,M,95697,Rural,Married,107,29,29,0,9,Personal Auto,Personal L3,Hail,Agent,178.006524,Sports Car,Medsize,2004 SsangYong Rexton
DA20791,Rowan,Glenn,GlennFRowan@einrot.com,US,NC,North Carolina,Winston Salem,22 Fire Access Road,36.12467,-80.07714,377.4861293,No,Extended,College,9/12/16,Employed,M,66457,Suburban,Married,95,2,76,0,1,Personal Auto,Personal L3,Hail,Branch,456,Four-Door Car,Medsize,1994 Suzuki Vitara
DA26490,Perkins,Francisco,FranciscoTPerkins@superrito.com,US,TN,Tennessee,Chattanooga,4500 Nixon Avenue,35.018455,-85.24922,492.0492369,No,Basic,Bachelor,10/9/16,Employed,M,21366,Suburban,Married,63,20,47,0,3,Personal Auto,Personal L2,Other,Branch,302.4,Two-Door Car,Small,1995 Nissan Terrano II
DA28072,Watts,Tracie,TracieEWatts@armyspy.com,US,CA,California,Oxnard,3394 Euclid Avenue,34.236096,-119.213856,738.0086414,No,Extended,Master,12/6/16,Employed,F,21841,Suburban,Married,91,33,47,0,7,Corporate Auto,Corporate L3,Hail,Call Center,436.8,Four-Door Car,Medsize,2007 Honda Odyssey
DA34555,Couey,Brian,BrianMCouey@teleworm.us,US,IL,Illinois,Burr Ridge,1566 Vesta Drive,41.712935,-87.923354,336.3004143,No,Extended,College,9/10/16,Employed,F,80138,Urban,Married,83,3,33,0,1,Personal Auto,Personal L3,Other,Branch,209.427344,Four-Door Car,Medsize,2004 Honda Legend
DA35744,McKeel,Byron,ByronSMcKeel@armyspy.com,US,NY,New York,New York,285 Shinn Street,40.709124,-73.914696,1679.633604,No,Basic,Doctor,11/23/16,Employed,M,66776,Rural,Single,71,11,45,0,2,Corporate Auto,Corporate L3,Other,Agent,131.808343,Four-Door Car,Small,1996 BMW 318
DA40009,Walker,Marta,MartaJWalker@cuvox.de,US,MN,Minnesota,Alexandria,438 Red Hawk Road,45.973212,-95.344646,275.0540853,No,Basic,Bachelor,9/5/16,Employed,F,34200,Rural,Divorced,70,27,15,0,1,Corporate Auto,Corporate L3,Scratch/Dent,Agent,167.295936,Four-Door Car,Medsize,2005 Land Rover Defender
DA54619,Mason,Diana,DianaDMason@fleckens.hu,US,AL,Alabama,Huntsville,3617 Maple Lane,34.696015,-86.537761,903.5671134,Yes,Premium,High School or Below,9/1/16,Employed,F,34337,Suburban,Married,113,20,44,0,9,Personal Auto,Personal L3,Hail,Web,542.4,Four-Door Car,Large,1994 Chevrolet Camaro
DA57177,Neubauer,Melissa,MelissaMNeubauer@gustr.com,US,TX,Texas,Hillsboro,3059 Clair Street,31.944931,-97.097745,428.2947971,Yes,Basic,College,9/22/16,Employed,F,40864,Rural,Married,109,16,70,1,1,Personal Auto,Personal L2,Collision,Agent,166.937747,SUV,Medsize,2015 Lexus LS 600h L
DA61021,Rhodes,Jeffery,JefferyCRhodes@einrot.com,US,UT,Utah,Salt Lake City,521 Austin Secret Lane,40.843119,-112.048041,1516.704402,No,Basic,Master,9/12/16,Employed,M,40467,Urban,Married,197,1,84,3,3,Personal Auto,Personal L2,Collision,Agent,518.78464,Luxury SUV,Medsize,2010 Buick LaCrosse
DA69469,Miller,Louise,LouiseJMiller@cuvox.de,US,MO,Missouri,Greenville,2747 Penn Street,36.982768,-90.502992,2684.312452,No,Extended,College,12/9/16,Employed,F,36068,Rural,Married,97,0,10,0,2,Personal Auto,Personal L3,Hail,Branch,113.367765,Two-Door Car,Medsize,2011 Honda Stream
DA73502,Tokarz,Matthew,MatthewNTokarz@einrot.com,US,CA,California,Anaheim,684 Bel Meadow Drive,33.849806,-117.96392,261.9337376,Yes,Basic,Bachelor,9/7/16,Employed,M,78618,Urban,Divorced,66,7,56,0,1,Personal Auto,Personal L3,Collision,Agent,225.578841,Two-Door Car,Medsize,2003 MCC ForTwo
DA74095,Woolfolk,Laurie,LaurieCWoolfolk@dayrep.com,US,NY,New York,New York,50 Grove Street,40.793441,-73.959977,610.2307214,No,Premium,Bachelor,10/16/16,Employed,F,42800,Suburban,Married,153,4,11,1,1,Personal Auto,Personal L3,Collision,Call Center,734.4,Sports Car,Medsize,1998 Plymouth Prowler
DA79098,Dye,Daniel,DanielFDye@einrot.com,US,NY,New York,Champlain,2757 Golden Ridge Road,44.919528,-73.502653,457.2041785,No,Basic,Bachelor,12/29/16,Unemployed,M,0,Suburban,Married,67,19,82,1,3,Personal Auto,Personal L2,Collision,Agent,357.14996,Two-Door Car,Small,2002 Hyundai Elantra
DA79544,Metzger,Robert,RobertZMetzger@einrot.com,US,GA,Georgia,Decatur,2480 Edington Drive,33.74937,-84.337502,255.1349248,No,Basic,Bachelor,12/15/16,Employed,M,88126,Rural,Married,64,27,71,1,1,Personal Auto,Personal L1,Hail,Branch,151.973156,Four-Door Car,Medsize,2004 Suzuki Samurai
DA84476,Patterson,Gary,GaryAPatterson@jourrapide.com,US,MA,Massachusetts,Springfield,4169 Frank Avenue,42.146723,-72.566693,701.9177186,Yes,Basic,College,8/21/16,Retired,M,26806,Suburban,Married,63,32,19,0,2,Corporate Auto,Corporate L3,Collision,Agent,302.4,Four-Door Car,Medsize,1993 Opel Monterey
DA99797,Farias,Sandra,SandraJFarias@superrito.com,US,MO,Missouri,Kansas City,4736 Traders Alley,39.172279,-94.58733,1597.891049,No,Extended,Bachelor,8/25/16,Employed,F,33871,Suburban,Single,136,2,23,0,2,Personal Auto,Personal L3,Collision,Call Center,933.624655,SUV,Medsize,2003 Lancia Thesis
DB16336,Landa,Patricia,PatriciaJLanda@superrito.com,US,VA,Virginia,Roanoke,2647 Jehovah Drive,37.203668,-79.878878,265.970565,Yes,Extended,College,12/25/16,Unemployed,F,0,Suburban,Divorced,87,4,4,3,1,Corporate Auto,Corporate L3,Hail,Agent,420.041981,Four-Door Car,Medsize,2004 Ginetta G40
DB17162,Gardner,Thurman,ThurmanHGardner@einrot.com,US,FL,Florida,Saint Petersburg,2566 Badger Pond Lane,27.863899,-82.82126,536.3405969,No,Basic,High School or Below,9/15/16,Employed,M,64324,Suburban,Married,67,7,67,0,3,Personal Auto,Personal L2,Scratch/Dent,Branch,321.6,Four-Door Car,Small,2012 Subaru Outback
DB26077,Ronning,Ruth,RuthMRonning@armyspy.com,US,WA,Washington,Bothell,244 Stockert Hollow Road,47.877922,-122.109039,487.3436612,No,Extended,High School or Below,10/31/16,Retired,F,18866,Suburban,Married,126,4,62,0,1,Personal Auto,Personal L2,Scratch/Dent,Call Center,604.8,SUV,Medsize,1998 BMW 729
DB28487,Thomas,Carol,CarolCThomas@gustr.com,US,MD,Maryland,Frederick,4619 Chatham Way,39.494142,-77.470694,1704.14383,No,Basic,High School or Below,8/7/16,Disabled,F,22249,Suburban,Married,64,4,88,0,2,Personal Auto,Personal L3,Other,Call Center,455.191595,Four-Door Car,Medsize,2008 Skoda Roomster
DB28979,Guyer,Frank,FrankSGuyer@teleworm.us,US,CO,Colorado,Boulder,297 Sampson Street,39.972207,-105.138421,747.8313695,No,Basic,Bachelor,12/21/16,Employed,M,23530,Suburban,Divorced,65,22,34,0,2,Corporate Auto,Corporate L3,Scratch/Dent,Agent,312,Two-Door Car,Medsize,2008 Suzuki Alto
DB34757,Owens,Robert,RobertFOwens@dayrep.com,US,WA,Washington,Seattle,1779 Raccoon Run,47.530637,-122.420506,263.0213326,No,Basic,College,11/24/16,Employed,M,80129,Rural,Married,66,6,70,0,1,Personal Auto,Personal L1,Other,Branch,165.243007,Four-Door Car,Medsize,2005 Fiat Punto
DB42794,Vance,Eric,EricSVance@jourrapide.com,US,MS,Mississippi,Gulfport,4550 Kelley Road,30.303644,-89.112899,436.2931238,Yes,Premium,College,10/27/16,Employed,M,58842,Suburban,Married,110,6,74,0,1,Personal Auto,Personal L1,Hail,Branch,528,Four-Door Car,Medsize,2008 Chevrolet Spark
DB50188,Elliott,Joseph,JosephMElliott@jourrapide.com,US,IL,Illinois,Burr Ridge,4063 Steele Street,41.683314,-87.935132,444.8642277,No,Basic,College,9/25/16,Employed,M,23006,Suburban,Married,113,17,60,0,1,Personal Auto,Personal L3,Collision,Branch,792.104571,SUV,Medsize,2012 Audi S8
